name,url,address,location,city,cuisines,average_cost,rating,votes,online_order,book_table,rest_type,dish_liked,menu_item,listed_in_type
Reddy's Paradise,,"6/2, Near Wipro Headquaters, Kaikondrahalli, Sarjapur Road, Bangalore",Sarjapur Road,HSR,"Fast Food, Chinese, North Indian, Biryani",400.0,3.5,11,True,False,Quick Bites,,,Delivery
Aao G Khao G,,"75/1, Little Elly School Road, Near ND Sepal Road, Somasandrapalya, Sector 2, HSR, Bangalore",HSR,HSR,"North Indian, Chinese",200.0,3.5,11,True,False,Quick Bites,,,Delivery
Chai Makhani,,"Ground Floor,Hotel Pent House,near hyderabadi biriyani house, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 7th Block,"Beverages, Tea",100.0,3.5,11,True,False,Beverage Shop,,,Delivery
Nati Palace,,"3, 24th Main Road, Opposite Bindhya Residency, 5th Phase, JP Nagar, Bangalore",JP Nagar,Bannerghatta Road,"South Indian, North Indian",200.0,3.5,11,True,False,Quick Bites,,,Delivery
Sip N Bite,,"NGR Layout, Roopena Agrahara, Bommanahalli, Bangalore",Bommanahalli,BTM,"Fast Food, North Indian, South Indian, Chinese",300.0,3.3,11,True,False,Quick Bites,,,Dine-out
Aaha Andhra,,"12/12/2, Devarabisanahalli, Bellandur, Bangalore",Bellandur,Sarjapur Road,"Andhra, Biryani, North Indian",900.0,3.7,11,True,False,Casual Dining,,,Dine-out
The Lovin' Oven Cakery,,"Bearys Anugraha, 1st Cross, KSFC Layout, St. Thomas Town, Lingarajapuram, Banaswadi, Bangalore",Banaswadi,Frazer Town,"Bakery, Desserts",500.0,3.5,11,False,False,Bakery,,,Desserts
Kabab Ghar,,"Ground Floor, Suresh Reddy Building, 3rd A Cross, BBMP Road Bellandur, Bangalore",Bellandur,Bellandur,"Biryani, North Indian, Kebab",600.0,3.1,11,True,False,"Takeaway, Delivery",,,Delivery
King Burger Cafeteria,,"2020, Near Horizon School, 100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Indiranagar,Old Airport Road,"Fast Food, Juices",250.0,3.1,11,False,False,Quick Bites,,,Dine-out
H3O,,"4034, HAL 2nd Stage, 100 Feet Road, Indiranagar, Bangalore",Indiranagar,Old Airport Road,"North Indian, Chinese",1000.0,3.1,11,False,False,Bar,,,Dine-out
Habib's Biryani,,"Indiranagar, Bangalore",Indiranagar,MG Road,Biryani,400.0,3.6,11,False,False,Delivery,,,Delivery
Just Baked,,"Next To Spencers, Mosque Road, Frazer Town, Bangalore",Frazer Town,Frazer Town,"Bakery, Desserts",400.0,3.4,11,False,False,Bakery,,,Desserts
Chattar Mattar,,"2390, 15th B Cross, 24th Main, HSR Layout, Sector 1",HSR,HSR,"North Indian, Chinese",150.0,3.5,11,False,False,Quick Bites,,,Dine-out
Desi Vibes,,"Food Court, Soul Space Arena, Doddanekundi, Marathahalli, Bangalore",Marathahalli,Marathahalli,North Indian,300.0,2.9,11,False,False,Food Court,,,Delivery
Sri Udupi Deluxe,,"Near Basavanagra Bus Stop, Basavanagar, Vibhuthipura Village, Marathahalli Post, Bangalore",Marathahalli,Old Airport Road,"North Indian, Chinese, South Indian, Fast Food",400.0,3.5,11,False,False,Quick Bites,,,Delivery
Shahi Dasterkhwan,,"Eat Street, 11, 80 Feet Road, Opposite Indian Oil Petrol Pump, Koramangala 6th Block, Bangalore",Koramangala 6th Block,Koramangala 5th Block,"North Indian, Kebab, Mughlai",400.0,2.9,11,False,False,Quick Bites,,,Dine-out
Andhra Spicy,,"RMZ Ecoworld, Bellandur, Bangalore",Bellandur,Sarjapur Road,"Andhra, Biryani",400.0,3.5,11,False,False,Quick Bites,,,Dine-out
Chitu's Kitchen,,"1st Main Road, 17th E Cross, Eshwara Layout, Indiranagar, Bangalore",Indiranagar,MG Road,"North Indian, Chinese",450.0,3.5,11,False,False,Quick Bites,,,Delivery
Sea Pot,,"92/5, Opposite Home Town, Marathahalli Outer Ring Road, Near Innovative Multiplex, Aswath Nagar, Marathahalli, Bangalore",Marathahalli,Marathahalli,"Seafood, North Indian",800.0,3.5,11,True,False,Casual Dining,,,Delivery
Wheat House,,"2nd Main, Munneshwara Layout, Vinayaka Nagar, Kudlu Gate, HSR, Bangalore",HSR,HSR,"Kerala, South Indian, Fast Food",400.0,3.3,11,True,False,Quick Bites,,,Dine-out
Sandras Bar & Restaurant,,"12, New Thippasandra Main Road, Thippasandra, Bangalore",Thippasandra,Old Airport Road,North Indian,600.0,3.3,11,False,False,Casual Dining,,,Dine-out
Sri Ganesh Upahar,,"Gopal Reddy Complex, Main Road, Sarjapur Road, Bangalore",Sarjapur Road,Sarjapur Road,South Indian,400.0,3.4,11,False,False,Quick Bites,,,Dine-out
Chriz Cafe,,"Chikkanayakana Halli Road, KT Narayana Reddy Layout, Doddakannelli, Sarjapur Road, Bangalore",Sarjapur Road,Bellandur,"South Indian, Biryani",400.0,3.5,11,True,False,"Takeaway, Delivery",,,Delivery
Ober Cafe,,"14, 1st Main Road, Koramangala 1st Block, Bangalore",Koramangala 1st Block,Koramangala 6th Block,"Fast Food, Desserts",200.0,3.5,11,True,False,Quick Bites,,,Dine-out
Shree Mahalakshmi Sweets,,"9th Cross 24th Main Near Thirurmala Theatre, HSR Layout, Bangalore",HSR,Koramangala 4th Block,"Mithai, Street Food",100.0,3.3,11,True,False,Sweet Shop,,,Delivery
Savera Cafe,,"23, HKP Road Broadway",Shivajinagar,Church Street,Cafe,50.0,3.7,11,False,False,Cafe,,,Cafes
Keerthi Restaurant,,"F 299, Gear School Road, Carmelaram Post, Sarjapur Road, Bangalore",Sarjapur Road,Bellandur,"North Indian, Chinese",300.0,3.3,11,True,False,Quick Bites,,,Delivery
Origami,,"Rooftop, The Himalayan Inn, 323, Double Road, Indiranagar, Bangalore",Indiranagar,Indiranagar,Japanese,700.0,3.4,11,False,False,Casual Dining,,,Dine-out
Wow Sikkim Momo's,,"3rd Cross, Sai Shamik Plaza, Opposite MSRIT Gate Number 11, Mathikere, New BEL Road, Bangalore",New BEL Road,Malleshwaram,"Chinese, North Indian",300.0,3.5,11,False,False,Quick Bites,,,Delivery
Chinnu's Mane Biryani,,"5th cross, Lakshmanna Layout, Banaswadi, Bangalore",Banaswadi,Kammanahalli,Biryani,300.0,3.5,11,True,False,Quick Bites,,,Dine-out
Hashery Family Restaurant,,"Serial 18/1C1AA1F, Site 3, Ground, First and Second Floors, Doddakanneli, Sarjapur Main Road, Sarjapur Road, Bangalore",Sarjapur Road,Sarjapur Road,"North Indian, South Indian, Arabian",600.0,3.3,11,True,False,Casual Dining,,,Dine-out
SoopeRolls,,"2nd Cross, Bhuvanappa Layout, BTM, Bangalore",BTM,BTM,"Fast Food, Rolls",250.0,3.5,11,False,False,"Takeaway, Delivery",,,Delivery
Falooda Cafe,,"8/37, Opposite Padmavati School, Maruthi Niagara, Madiwala, BTM, Bangalore",BTM,Koramangala 7th Block,"Beverages, Desserts",200.0,3.6,11,True,False,Quick Bites,,,Dine-out
Fabcafe,,"5, Diagonal Road, 3rd Block, 1st Floor, Jayanagar, Bangalore",Jayanagar,Jayanagar,"Cafe, Healthy Food",800.0,3.5,11,False,True,Cafe,,,Cafes
Asharfilal,,"No 19/3C, Next to Krishna Kuteera Restaurant ,Avani Shringeri Nagar, Near Nano Hospital, Begur Hobli, Bangalore, Bannerghatta Road, Bangalore",Bannerghatta Road,JP Nagar,Desserts,150.0,3.6,11,True,False,Dessert Parlor,,,Delivery
Heavenly Desserts,,"Bloomingdale Layout, Off, Sarjapur Road, Bangalore",Sarjapur Road,Sarjapur Road,Bakery,300.0,3.6,11,False,False,Bakery,,,Desserts
Bombay Kulfis,,"21, 24th Main Road, Next to Kidzon, Kotak Mahandra Bank Building, 6th Phase, JP Nagar, Bangalore",JP Nagar,Jayanagar,Ice Cream,200.0,3.3,11,False,False,Dessert Parlor,,,Desserts
Sizzles,,"Road Number 2, Vijayanagar, KIADB Export Promotion Industrial Area, Whitefield, Bangalore",Whitefield,Whitefield,"North Indian, Chinese, Continental",800.0,3.5,11,False,False,Casual Dining,,,Dine-out
Melting Melodies,,"56, Lakshman Reddy Building, Devarabisanahalli, Outer Ring Road",Bellandur,Sarjapur Road,"Desserts, Bakery",300.0,3.6,11,True,False,"Dessert Parlor, Bakery",,,Desserts
Cafe Nibras,,"13, Opposite To ITC Infotech Park, Bansawadi Main Road, Cook Town, Bansawadi, Bangalore",Banaswadi,Kammanahalli,"Cafe, Continental",400.0,3.4,11,False,False,Cafe,,,Dine-out
Star Food County,,"173, Main Road, Sanjay Nagar, Bangalore",Sanjay Nagar,New BEL Road,Fast Food,300.0,3.4,11,True,False,Kiosk,,,Delivery
Samba Shake N Juice,,"33, PNS Complex, Vinayaka Layout, Boopsandra Main Road, Sanjay Nagar, Bangalore",Sanjay Nagar,New BEL Road,"Fast Food, Juices",200.0,3.5,11,False,False,Quick Bites,,,Delivery
Lluvia Bakery,,"28, HNR Industrial Area, Kasavanahalli, Sarjapur Road, Bangalore",Sarjapur Road,Sarjapur Road,Bakery,350.0,3.4,11,True,False,"Takeaway, Delivery",,,Desserts
Andhra Vindu Multi Cuisine Restaurant,,"150, CKB Layout, Marathahalli, Bangalore",Marathahalli,Marathahalli,"Andhra, South Indian, Fast Food",600.0,3.3,11,True,False,Casual Dining,,,Delivery
Mangalore Lunch Home,,"SJR Teck Park, Plot 13, 14, 15, EpIp Area, Whitefield, Bangalore",Whitefield,Whitefield,"North Indian, South Indian, Mangalorean",300.0,3.5,11,True,False,Quick Bites,,,Delivery
Homifoo,,"1105, 10th cross, 21st main, HSR, Sector 1",HSR,Bellandur,North Indian,300.0,3.5,11,True,False,Quick Bites,,,Delivery
Fusion Panda,,"G-21, Brigade Metropolis, Garudacharpalya, Mahadevapura, Whitefield, Bangalore",Whitefield,Whitefield,"North Indian, Kebab",300.0,3.5,11,True,False,"Casual Dining, Quick Bites",,,Dine-out
Create Cafe,,"Shop 153, Opposite to Max Muller School, Shankar Nagar Main Road, New Mahalakshmi Layout, Rajajinagar, Bangalore",Rajajinagar,Rajajinagar,Italian,300.0,3.4,11,True,False,Quick Bites,,,Dine-out
Manjushree Veg,,"Number 86, 5th Main, 4th Cross, Arekere MICO Layout, Bannerghatta Road, Bangalore",Bannerghatta Road,JP Nagar,"South Indian, Chinese",150.0,3.5,11,False,False,Quick Bites,,,Dine-out
Kolkata Spicy Restaurant,,"Gullappa Building, 1st cross, 1st main, Mahadevpura, Marathahalli, Bangalore",Marathahalli,Marathahalli,Bengali,300.0,2.8,11,True,False,Quick Bites,,,Delivery
Meena's Kitchen,,"2, Sri Venkata Sai Sadan, Thippa Reddy Private Road, AECS Layout, Marathahalli, Bangalore",Marathahalli,Marathahalli,"Continental, North Indian, Mexican",400.0,3.5,11,True,False,Delivery,,,Delivery
Sweet Chariot,,"202, 2nd Main, NFEF East Layout, Kasturi Nagar, Banaswadi, Bangalore",Banaswadi,Kammanahalli,"Bakery, Fast Food",500.0,3.2,11,True,False,Dessert Parlor,,,Delivery
Kumbha Bhojanam,,"Shop 7, 3 Floor, Royal Minakshi Mall, Bannerghatta Road, Bangalore",Bannerghatta Road,Bannerghatta Road,Andhra,300.0,3.6,11,False,False,Food Court,,,Dine-out
Cake Menu,,"55/8, Gurumoorthy Building, Opposite To Nandi Toyota, Beside Puravankar, Kudlu Gate, Bommanahalli, Bangalore",Bommanahalli,HSR,Bakery,400.0,3.2,11,True,False,Bakery,,,Delivery
Keventers,,"Shop 87, 14th Main, 4Th Sector, Opposite To BDA Complex HSR, Bangalore",HSR,HSR,"Desserts, Beverages, Ice Cream",400.0,3.6,11,True,False,"Beverage Shop, Dessert Parlor",,,Delivery
Dambal's Veg,,"Level-2, Vaishnavi Sapphire Centre, Tumkur Road, Yeshwantpur, Bangalore",Yeshwantpur,Malleshwaram,South Indian,250.0,3.2,11,True,False,Quick Bites,,,Delivery
Cranganore House,,"Sarjapur Road, Bangalore",Sarjapur Road,Sarjapur Road,Seafood,400.0,3.4,11,False,False,"Takeaway, Delivery",,,Delivery
UBQ by Barbeque Nation,,"Ground Floor, Swami Vivekanand Road, Lido Multiplex No ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¼, MG Road, Bangalore",MG Road,Residency Road,"North Indian, BBQ, Biryani, Kebab",450.0,3.3,11,True,False,Delivery,,,Delivery
New Kohinoor Hotel,,"37, Jumma Masjid Road, Commercial Street, Bangalore",Commercial Street,Residency Road,North Indian,450.0,3.1,11,False,False,Casual Dining,,,Dine-out
Inhouse Burger,,"3, Food Court, Bagmane Commerz, CV Raman Nagar, Bangalore, Bengaluru",CV Raman Nagar,Old Airport Road,"Burger, Fast Food, Healthy Food, Beverages",500.0,3.3,11,True,False,Quick Bites,,,Delivery
Keerthi Restaurant Andhra Style,,"Shop 7, 8 Opposite, Airtel Express, Panathur Main Road, Marathahalli, Bangalore",Marathahalli,Sarjapur Road,Andhra,300.0,3.3,11,True,False,Quick Bites,,,Delivery
Mothers Recipe Restaurant,,"855, Coles Road, Frazer Town, Bangalore",Frazer Town,Frazer Town,"South Indian, North Indian, Chinese",600.0,3.1,11,False,False,Casual Dining,,,Delivery
Mom Made Food,,"35, 2nd Floor, 1,stage,3Cross, Pilanna Garden, Frazer Town, Bangalore",Frazer Town,Frazer Town,"Biryani, Kerala",400.0,3.4,11,False,False,Quick Bites,,,Delivery
BongHomie,,"4, 2nd Cross, Tavarekere, SG Palya, Near Lakshmi Balaji Theater, BTM, Bangalore",BTM,Koramangala 7th Block,"Bengali, North Indian",300.0,3.5,11,False,False,"Takeaway, Delivery",,,Delivery
The French Corner,,"5AC-995, 1st Block, HRBR Layout, Outer Ring Road, Kalyan Nagar, Bangalore",Kalyan Nagar,Kammanahalli,"Bakery, Desserts, Fast Food",400.0,3.5,11,False,False,"Bakery, Dessert Parlor",,,Dine-out
Srinidhi Donne Biryani,,"287, 6th Phase, Industrial Town, Basaveshwara Nagar, Bangalore",Basaveshwara Nagar,Rajajinagar,Biryani,300.0,3.2,11,False,False,Quick Bites,,,Dine-out
Punjabi Family Dhaba,,"#11, Channasandra Main Road, Thirumalashettyhally cross, Whitefield, Bangalore",Whitefield,Whitefield,North Indian,400.0,3.4,11,False,False,Quick Bites,,,Dine-out
Ambur Dum Biriyani,,"69, Appareddy Palya, Double Road, Indiranagar, Bangalore",Indiranagar,MG Road,"Biryani, Kebab",150.0,3.1,11,False,False,Quick Bites,,,Dine-out
Black Pagoda,,"Shop 299,Balagere Road, Panathur Post, Varthur, Near Whitefield, Bangalore",Whitefield,Whitefield,"North Indian, South Indian, Chinese",300.0,2.9,11,False,False,Quick Bites,,,Dine-out
Cupcake Bliss,,"1, 7th Main Road, NS Palya, Stage 2, BTM, Bangalore",BTM,JP Nagar,Bakery,250.0,3.5,11,True,False,Delivery,,,Delivery
Cafe Coffee Day,,"Metro Station, MG Road, Bangalore",MG Road,MG Road,"Cafe, Fast Food",900.0,3.0,10,False,False,Cafe,,,Cafes
Dasaprakash Cafe,,"Lower walkway, Rangoli Metro Art Center, Boulevard, MG Road, Bangalore",MG Road,MG Road,Cafe,400.0,3.2,10,False,False,Cafe,,,Cafes
SGS Non Veg - Gundu Pulav,,"14th Main, 4th Sector, HSR, Bangalore",HSR,Koramangala 6th Block,South Indian,300.0,3.7,10,True,False,"Takeaway, Delivery",,,Delivery
Delhi Biryani Cafe,,"1059/1, 16th Main, 16th Cross, Mico layout, 2nd Stage, BTM, Bangalore",BTM,Koramangala 5th Block,"North Indian, Biryani",250.0,3.5,10,True,False,Quick Bites,,,Delivery
Kotian Karavali Restaurant,,"1189, 10th Cross, Shankarnag Circle, 1st Stage, 2nd Block, Banashankari, Bangalore",Banashankari,Banashankari,"South Indian, Biryani",300.0,3.5,10,False,False,Quick Bites,,,Delivery
Momma's Pastries Fine Bakery And Cafe,,"7,100 Feet Road, Muniswami Reddy Layout, Tillak Nagar, Banaswadi, Bangalore",Banaswadi,Kalyan Nagar,"Bakery, Desserts, Fast Food",500.0,3.4,10,True,False,Bakery,,,Delivery
Mad Over Biryani,,"3, 2nd Stage, 80 Feet Road, HAL, Indiranagar, Bangalore",Indiranagar,Old Airport Road,"North Indian, Biryani",600.0,3.5,10,True,False,Quick Bites,,,Delivery
Y Not Shawarma,,"8th Cross Road, Narayan Gowda Layout, 1st Stage, BTM Layout 1, BTM",BTM,Koramangala 5th Block,Arabian,300.0,3.5,10,False,False,Quick Bites,,,Delivery
Tastie's,,"102/1, Siddhaiah Puranik Road, 3rd Stage, Basaveshwara Nagar, Bangalore",Basaveshwara Nagar,Malleshwaram,"Fast Food, Beverages, Ice Cream",150.0,3.2,10,False,False,"Quick Bites, Beverage Shop",,,Delivery
Chai Central,,"73, Rt Nagar Main Road, RT Nagar, Bangalore",RT Nagar,Malleshwaram,"Tea, Fast Food",200.0,3.2,10,True,False,"Quick Bites, Beverage Shop",,,Delivery
AM's Cafe Recreate,,"Shop 2, VP Road, Opposite To Sandhya Theatre, Madiwala, BTM, Bangalore",BTM,Koramangala 6th Block,"Chinese, North Indian",250.0,3.4,10,True,False,"Takeaway, Delivery",,,Delivery
Smoke-A-Pot,,"520, KHB Colony, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 6th Block,"Biryani, Kebab, Rolls",600.0,3.3,10,False,False,"Takeaway, Delivery",,,Delivery
Flodeis,,"483, 2nd Cross, 8th Main Road, Vijay Nagar, Bangalore",Vijay Nagar,Rajajinagar,"Desserts, Ice Cream, Beverages",300.0,3.4,10,True,False,Dessert Parlor,,,Delivery
M9 - Citrus Hotels,,"34, Cunningham Road, Bangalore",Cunningham Road,Frazer Town,"North Indian, Continental, Finger Food",800.0,3.1,10,False,False,Casual Dining,,,Dine-out
Al-Taj Restaurant,,"968, 41 Cross, 3rd Block, Opposite ESI Hospital, Rajajinagar, Bangalore",Rajajinagar,Rajajinagar,"South Indian, North Indian, Chinese",600.0,3.3,10,True,False,Casual Dining,,,Delivery
Frosty Fills,,"Ground Floor, Opposite Central Mall, Bellandur, Bangalore",Bellandur,Sarjapur Road,"Desserts, Ice Cream",250.0,3.7,10,True,False,Quick Bites,,,Delivery
Monarch,,"54, The Monarch Hotels, Brigade Road, Bangalore",Brigade Road,MG Road,"North Indian, Chinese, Continental, South Indian",700.0,3.5,10,False,False,Casual Dining,,,Buffet
Food Time Now,,"Shop 115, 10th Cross, Near Dooravani Medical, Hemavathi Street, Rammurthy Nagar, Bangalore",Rammurthy Nagar,Kalyan Nagar,"North Indian, Mughlai, Biryani",500.0,3.1,10,True,False,"Takeaway, Delivery",,,Delivery
RR Catering,,"Plot 8, Ashley Park Road, Town house, Off MG Road, Bangalore",MG Road,Residency Road,"North Indian, Chinese, Biryani",350.0,3.4,10,False,False,Quick Bites,"Garlic Naan, Tandoori Chicken, Basmati Rice",,Delivery
Kiko,,"403, Mariappa Road, Off Kammanahalli Main Road, Near Sena Vihar, Kammanahalli, Bangalore",Kammanahalli,Kammanahalli,"Salad, Chinese",500.0,3.4,10,True,False,"Takeaway, Delivery",,,Delivery
NV Patisserie,,"81, 9th A Main Road, Koramangala 4th Block, Karnataka, India",Koramangala 1st Block,Koramangala 7th Block,"Desserts, Bakery",350.0,3.6,10,False,False,"Takeaway, Delivery",,,Delivery
Singh Saheb Di Rasoi,,"5/1 SLN Building, Doddakanelli-Kaadubeesanahalli Road, Near Prestige Trinity Center, Bellandur, Bangalore",Bellandur,Sarjapur Road,North Indian,800.0,3.2,10,True,False,Quick Bites,,,Delivery
Hangouts @ Kashish Caterers,,"150/3, 24th Main, HSR layout, Sector 1, HSR, Bangalore",HSR,Bellandur,"Biryani, Kebab",400.0,3.4,10,True,False,Delivery,,,Delivery
Durbar Greens Family Restaurant,,"84, 12/22, Madiwala, Hosur Main Road, Bangalore",Hosur Road,Jayanagar,"North Indian, Chinese, South Indian",700.0,3.6,10,True,False,Casual Dining,,,Delivery
Chai Masthi,,"298, 7th Cross Road, 1st Stage, Domlur, Bengaluru",Domlur,Koramangala 6th Block,"Fast Food, Lebanese",200.0,3.5,10,True,False,Quick Bites,,,Delivery
The Cake Lair,,"2nd Main, Tavarekere Extension, Chocolate factory road ,Maruti Nagar, BTM, Bangalore",BTM,Koramangala 6th Block,"Bakery, Fast Food, Beverages",600.0,3.4,10,True,False,Quick Bites,,,Delivery
Just Sandwiches,,"Saptagiri Complex, Krishna Nagar, Industrial Layout, BTM, Bangalore",BTM,Koramangala 4th Block,Sandwich,100.0,3.6,10,True,False,Quick Bites,,,Delivery
Sattuani,,"4, Madras Bank Road, St. Marks Road, Bangalore",St. Marks Road,MG Road,"Bihari, North Indian, Fast Food",250.0,3.5,10,False,False,Quick Bites,,,Dine-out
Shiv Sager,,"3rd Floor, Garuda Mall, Brigade Road, Bangalore",Brigade Road,MG Road,"South Indian, North Indian, Chinese",200.0,3.0,10,False,False,Food Court,,,Dine-out
Kava Bar - Fairfield By Marriott,,"Fairfield by Marriott, 1/2, 59th C Cross, 4th M Block, Rajajinagar, Bangalore",Rajajinagar,Rajajinagar,"North Indian, South Indian, Continental",1800.0,3.4,10,False,False,Bar,,,Pubs and bars
Jerry Mama's,,"244, 13th cross, 2nd Stage, Indiranagar, Bangalore",Indiranagar,Indiranagar,Bakery,250.0,3.6,10,False,False,Bakery,,,Delivery
S R & Sons Bakery,,"442, Jumma Masjid Road, Near Commercial Street, Commercial Street, Bangalore",Commercial Street,Church Street,Bakery,100.0,3.5,10,False,False,Dessert Parlor,,,Desserts
Food Xpress,,"Level 1, Dinesh Arcade, Opposite AWHO Apartments, Whitefield-Hoskote Main Road, Seegehalli, Whitefield, Bangalore",Whitefield,Whitefield,"North Indian, South Indian, Biryani, Chinese",400.0,3.4,10,False,False,Quick Bites,,,Dine-out
Chai Cafe,,"Shop. No.3 Amma Building, NH 7 Behind Neralur Bus Stop, Opposite:-Neralur panchayat Office, Electronic City, Bangalore",Electronic City,Electronic City,"Fast Food, Rolls",300.0,3.6,10,True,False,Quick Bites,,,Dine-out
Navab's,,"24/48, MM Road Benson Town, Frazer Town, Bangalore",Frazer Town,Church Street,Mughlai,600.0,3.6,10,True,False,Delivery,,,Delivery
Desi Khana,,"140, Pantdur Agrahara, Near ITPL Backgate, Next to Surya Home PG, Whitefield, Bangalore",Whitefield,Whitefield,"North Indian, Chinese",300.0,3.3,10,True,False,Quick Bites,,,Dine-out
Chilld Monk,,"666, Outer Ring Road, 28th Main, BTM, Bangalore",BTM,BTM,"Desserts, Ice Cream",250.0,3.5,10,True,False,Dessert Parlor,,,Desserts
Talk Ease,,"20, Poornima Theatre Compound, 1st Cross J C Road, City Market, Bangalore",City Market,Brigade Road,Cafe,200.0,3.1,10,False,False,Cafe,,,Cafes
Karavali Fish Center,,"715, Hari Complex, 22nd Cross KR Road, 2nd stage, Banashankari, Bangalore",Banashankari,Banashankari,"Mangalorean, Chinese",300.0,3.4,10,False,False,Quick Bites,,,Dine-out
Meal Square,,"175/176, Bannerghatta Road, Bangalore",Bannerghatta Road,BTM,"North Indian, Chinese",600.0,3.4,10,True,False,Delivery,,,Delivery
Hotel Shreekshetra,,"75, Opposite St Peters School, Sarjapura Main Road, Sarjapur Road, Bangalore",Sarjapur Road,HSR,"North Indian, Chinese",300.0,3.6,10,True,False,Quick Bites,,,Delivery
Hotel Malgudi,,"207, 2nd Block, 28th Cross, Near KLE College, Rajajinagar, Bangalore",Rajajinagar,Rajajinagar,"South Indian, Biryani",400.0,3.6,10,True,False,Quick Bites,,,Delivery
Lifetree CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,,"Melange Astris, 1, Langford Garden, Richmond Road, Bangalore",Richmond Road,Church Street,"North Indian, Chinese, Continental",700.0,3.4,10,False,False,Casual Dining,,,Dine-out
Prestige Estate Club and Resorts,,"Next to Smilee Garden, Off Hosur Road, Huskur Road, Electronic City, Bangalore",Electronic City,Electronic City,North Indian,1000.0,3.5,10,False,False,"Casual Dining, Bar",,,Drinks & nightlife
Kenz Karam,,"11, 1st cross Road, Williams Town, Benson Town, Frazer Town, Bangalore",Frazer Town,Church Street,"Desserts, Beverages",300.0,3.5,10,True,False,"Takeaway, Delivery",,,Delivery
Lassi Shop,,"Inside Bombay Kulfi , Opposite Hoot Cafe ,Kaikondrahalli, Varthur Hobli, Sarjapur Road, Bangalore",Sarjapur Road,Sarjapur Road,"Beverages, Juices, Ice Cream, Sandwich",200.0,3.4,10,True,False,Beverage Shop,,,Delivery
Hodge Podge,,"86/1, Thubrahalli, Whitefield, Bangalore",Whitefield,Whitefield,"Desserts, Cafe",300.0,3.6,10,True,False,"Quick Bites, Cafe",,,Dine-out
Angel's Kitchen,,"Immadihalli Main Road, Nagondanahalli, Whitefield, Bangalore",Whitefield,Whitefield,Kerala,300.0,3.5,10,False,False,Quick Bites,,,Dine-out
S.M.S.Evening Fast Food,,"Varthur Main Road,Next to,Canada Maithri Driving School, Ranagindanahalli, Whitefield, Bangalore",Whitefield,Whitefield,"Biryani, Chinese",150.0,3.4,10,False,False,Quick Bites,,,Dine-out
Sri Sai Cafe,,"117, Govindadappa Road, Gandhi Bazar, Basavangudi, Bangalore",Basavanagudi,Jayanagar,South Indian,200.0,3.5,10,True,False,Quick Bites,,,Delivery
New Punjabi Pure Veg Restaurant,,"1527 / 784 Sector 3, 764 BBMP Khatha, HSR, Bangalore",HSR,HSR,North Indian,300.0,3.5,10,True,False,Quick Bites,,,Dine-out
Amazing Blue Pub,,"Hotel Dew Drops Hotel, 9/1, Platform Road, Seshadripuram, Bangalore",Seshadripuram,Rajajinagar,Finger Food,900.0,3.4,10,False,False,Pub,,,Drinks & nightlife
Oogway express,,"81/3, First Floor, Snai Chara, Opposite Narayana PU College, Behind Ravindu Toyota Showroom, Bellandur, Bangalore",Bellandur,Sarjapur Road,"Chinese, Thai, Momos",600.0,3.3,10,True,False,Casual Dining,,,Delivery
Dry Dock Cafe,,"125-126, 1st A Cross Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 4th Block,"Street Food, Tea",200.0,3.6,10,False,False,Quick Bites,,,Dine-out
Davanagere Benne Dose Hut,,"Shop 97, 22nd Main Road, Near Banashankari BDA complex, Banashankari Stage II, Banashankari, Bangalore",Banashankari,Basavanagudi,South Indian,100.0,3.4,10,True,False,Quick Bites,,,Dine-out
Hunger Buds,,"31st Main, Second Stage, BTM, Bangalore",BTM,Koramangala 5th Block,North Indian,250.0,3.5,10,False,False,Quick Bites,,,Delivery
Subham Pal Kitchen,,"998, 1st Main Road, Jakkasandra Road, Koramangala 1st Block, Bangalore",Koramangala 1st Block,Koramangala 7th Block,"North Indian, Chinese",300.0,3.3,10,True,False,Quick Bites,,,Delivery
Jiyan Swadista,,"158/2&3, 1st Floor, Near HDFC Bank & Three Leaf, Namjoshi Road, Vignan Nagar, Marathahalli, Bangalore",Marathahalli,Marathahalli,"Chinese, Kebab, North Indian",300.0,3.4,10,True,False,Quick Bites,,,Dine-out
Curries And Pickles,,"Near Basavanagar Bus Stop, HAL Gate, Marathahalli, Bangalore",Marathahalli,Marathahalli,"Andhra, North Indian, Biryani",350.0,3.3,10,False,False,Quick Bites,,,Dine-out
Brew Point,,"10/3, Shamanna Garden, 22nd Main Rd, Phase 5, JP Nagar, Bangalore",JP Nagar,Bannerghatta Road,"Cafe, American, Burger, Sandwich, Fast Food",500.0,3.6,10,True,False,Cafe,,,Delivery
Chai Kada,,"434, 9th A,Main Road, HRBR Layout 1st Block, Kalyan Nagar, Bangalore",Kalyan Nagar,Kalyan Nagar,"Beverages, Fast Food",100.0,3.6,10,False,False,"Beverage Shop, Quick Bites",,,Delivery
